posting_date,internship_title,employment_type,work_mode,industry,location,company_name,company_size,company_age,linkedin_presence,website_available,domain_age_months,verification_status,stipend,unrealistic_salary_flag,payment_required,registration_fee,job_description_length,grammatical_errors,vague_description_score,urgency_score,keyword_spam_score,fake_certificate_offer,recruiter_experience_years,recruiter_email_type,suspicious_email_domain,recruiter_response_time_hours,social_media_presence,emotional_manipulation_score,phishing_language_score,trust_signal_score,fraud_score,is_fake_posting
2026-08-30,Backend Developer,Contract,Remote,Healthcare,Toronto,Lawson Ltd,Medium,23.0,1,1,296,0,46474.0,0,0,0,2177,3,1,41,47,1,7.2,Free,1,10.0,1,22,0,65.3,35.6,0
2026-08-30,Backend Developer,Internship,Remote,FinTech,Toronto,"Davis, Pena and Duncan",Small,32.0,1,1,388,1,41355.0,0,0,0,1917,1,44,32,24,0,3.6,Corporate,0,4.8,1,33,29,63.8,44.6,0
2026-08-30,Cloud Engineer,Full-Time,Remote,E-Commerce,Toronto,Schultz-Wiggins,Medium,14.0,1,1,140,0,40500.0,0,0,0,1624,4,46,31,28,0,8.1,Free,1,14.1,1,26,41,34.4,52.6,1
2026-08-30,Marketing Intern,Full-Time,Remote,EdTech,Dubai,"Miller, Harrison and May",Startup,25.0,1,1,307,1,29236.0,0,0,0,1588,3,8,0,34,0,11.5,Corporate,0,11.1,1,43,39,49.5,25.5,0
2026-08-30,Backend Developer,Contract,Hybrid,EdTech,Singapore,Vega-Phillips,Enterprise,1.0,1,1,15,1,40862.0,0,0,0,2666,3,29,1,44,0,5.7,Free,1,24.4,1,66,22,59.3,24.7,0
2026-08-30,Frontend Developer,Full-Time,Onsite,Software,Sydney,Blair-Silva,Startup,,0,1,33,1,36107.0,0,0,0,2080,3,35,35,0,0,2.1,Corporate,0,21.3,0,11,16,57.6,21.8,0
2026-08-30,ML Engineer,Part-Time,Hybrid,AI,Sydney,Maddox-Green,Startup,31.0,1,1,373,0,33814.0,0,1,4618,2519,2,41,37,36,0,4.5,Corporate,0,6.5,1,12,17,45.9,43.8,0
2026-08-30,Backend Developer,Part-Time,Hybrid,EdTech,Toronto,Freeman Ltd,Medium,12.0,0,1,124,1,54726.0,0,0,0,1316,6,0,49,0,0,6.7,Corporate,0,3.8,1,37,33,61.0,39.7,0
2026-08-30,Marketing Intern,Internship,Remote,Marketing,San Francisco,"Beck, King and Peterson",Startup,15.0,1,1,201,1,41788.0,0,0,0,1018,4,0,34,0,0,5.8,Corporate,0,22.3,1,40,0,98.7,0.0,0
2026-08-30,ML Engineer,Part-Time,Onsite,AI,London,"Crosby, Roman and Cunningham",Enterprise,15.0,1,0,200,1,46359.0,0,0,0,1629,2,18,53,0,0,0.0,Corporate,0,3.7,0,5,0,83.1,9.8,0
2026-08-30,Cloud Engineer,Full-Time,Onsite,AI,Singapore,Knight-Nielsen,Startup,36.0,1,1,448,1,33295.0,0,0,0,1613,1,38,39,24,0,0.0,Free,1,10.4,0,12,15,62.2,29.4,0
2026-08-30,Data Science Intern,Full-Time,Onsite,AI,New York,Prince Group,Small,30.0,1,1,362,1,44872.0,0,0,0,2003,4,22,0,35,0,8.5,Corporate,0,31.0,1,15,11,84.9,0.0,0
2026-08-30,ML Engineer,Internship,Remote,AI,Bangalore,Patel-Castro,Startup,37.0,1,1,458,0,21537.0,0,0,0,2102,3,42,27,100,0,2.9,Free,1,29.4,1,8,27,56.8,48.8,0
2026-08-30,Marketing Intern,Full-Time,Remote,Gaming,Singapore,Lewis PLC,Small,34.0,1,1,414,1,28914.0,0,0,0,2942,3,35,100,27,0,9.2,Corporate,0,14.0,0,29,23,65.7,46.4,0
2026-08-30,UI/UX Designer,Contract,Remote,AI,Dubai,Serrano Group,Startup,15.0,0,1,158,1,21601.0,0,0,0,338,3,33,20,43,0,3.6,Corporate,0,12.6,1,0,0,54.7,17.9,0
2026-08-30,Marketing Intern,Internship,Remote,E-Commerce,Singapore,Sandoval PLC,Medium,21.0,1,1,246,0,26798.0,0,0,0,1338,3,30,72,26,0,8.7,Free,1,14.3,0,0,0,48.7,23.3,0
2026-08-30,Frontend Developer,Internship,Onsite,EdTech,Berlin,"Wise, Contreras and Reeves",Startup,31.0,1,0,385,1,41902.0,0,0,0,1752,3,37,38,16,0,0.3,Corporate,0,30.6,1,22,29,54.3,34.9,0
2026-08-30,Data Science Intern,Internship,Hybrid,Marketing,London,"White, Hudson and Bailey",Enterprise,20.0,0,0,212,0,2000.0,0,0,0,1327,5,70,54,25,0,2.4,Corporate,0,28.4,1,37,0,39.8,57.6,1
2026-08-30,UI/UX Designer,Full-Time,Remote,E-Commerce,Dubai,Warner LLC,Startup,13.0,1,1,190,1,11148.0,0,1,70,2318,3,2,0,0,0,7.9,Corporate,0,29.5,1,35,4,81.5,24.7,0
2026-08-30,Frontend Developer,Internship,Hybrid,AI,Singapore,Lutz-Vasquez,Small,22.0,0,1,229,0,28255.0,0,0,0,1298,5,23,79,45,0,6.6,Corporate,0,17.4,1,54,3,55.4,41.1,0
2026-08-30,Data Science Intern,Contract,Remote,EdTech,London,Dodson and Sons,Medium,7.0,1,0,79,0,26900.0,0,0,0,2121,1,26,10,54,1,8.8,Corporate,0,18.7,0,10,16,63.6,53.3,1
2026-08-30,Frontend Developer,Part-Time,Remote,AI,Toronto,"Soto, Mejia and Lopez",Startup,32.0,1,1,380,1,58322.0,0,0,0,2435,4,17,53,36,0,3.4,Corporate,0,26.4,1,53,0,66.6,7.7,0
2026-08-30,Data Science Intern,Full-Time,Hybrid,Gaming,New York,"Harris, Johnson and Goodwin",Startup,17.0,1,0,204,0,22642.0,0,0,0,1240,4,39,41,25,0,8.1,Corporate,0,23.2,1,21,0,55.8,22.4,0
2026-08-30,Data Science Intern,Contract,Onsite,Marketing,Singapore,"Wheeler, Parker and Brown",Small,37.0,1,1,446,1,21542.0,0,0,0,1760,2,21,27,33,0,3.2,Corporate,0,12.3,1,48,14,65.2,0.0,0
2026-08-30,Marketing Intern,Part-Time,Hybrid,EdTech,Bangalore,Garza PLC,Startup,8.0,1,1,101,1,51135.0,0,0,0,2306,3,49,34,13,0,2.7,Free,1,13.8,0,14,38,50.9,53.9,1
2026-08-30,Cloud Engineer,Part-Time,Remote,E-Commerce,Toronto,Hebert-Dixon,Enterprise,14.0,1,1,152,1,51000.0,0,0,0,1872,3,19,47,40,0,8.3,Corporate,0,35.0,0,60,0,97.8,2.0,0
2026-08-30,ML Engineer,Part-Time,Hybrid,E-Commerce,Bangalore,"Ferguson, Hutchinson and Smith",Enterprise,27.0,1,1,328,1,28194.0,0,0,0,3328,0,25,26,8,0,4.2,Corporate,0,23.7,1,13,25,53.1,1.5,0
2026-08-30,AI Research Intern,Contract,Onsite,EdTech,Toronto,York LLC,Small,28.0,1,1,338,1,28676.0,0,0,0,1118,2,0,13,57,0,5.5,Corporate,0,14.2,0,24,29,70.0,0.0,0
2026-08-30,Marketing Intern,Part-Time,Onsite,FinTech,Singapore,"Phillips, Salazar and Phillips",Small,16.0,1,1,169,1,38968.0,0,0,0,1585,3,0,72,2,0,2.4,Free,1,37.8,1,69,15,74.5,11.5,0
2026-08-30,Backend Developer,Internship,Hybrid,Healthcare,Toronto,"Valdez, Petersen and Moore",Startup,31.0,1,1,346,1,9364.0,0,0,0,1191,2,14,43,25,0,2.8,Free,1,33.3,1,23,37,67.0,22.7,0
2026-08-30,Cybersecurity Analyst,Full-Time,Remote,Healthcare,New York,Campbell and Sons,Enterprise,24.0,1,1,253,1,26664.0,0,0,0,1996,4,60,53,18,0,3.7,Corporate,0,11.7,0,20,0,52.1,38.0,0
2026-08-30,ML Engineer,Internship,Remote,Marketing,Bangalore,Evans-Tucker,Medium,36.0,1,1,430,0,42570.0,0,0,0,1648,5,23,21,0,0,5.2,Corporate,0,16.2,1,28,12,60.9,8.8,0
2026-08-30,UI/UX Designer,Internship,Remote,Healthcare,Bangalore,Davis-Clay,Enterprise,6.0,1,1,69,1,22342.0,0,0,0,1807,1,0,16,69,0,10.0,Free,1,38.8,1,18,30,76.6,16.9,0
2026-08-30,Cloud Engineer,Contract,Onsite,Marketing,San Francisco,Klein Ltd,Startup,8.0,0,1,112,0,44806.0,0,0,0,718,3,7,7,21,0,6.7,Corporate,0,31.7,1,41,31,30.3,40.7,0
2026-08-30,Marketing Intern,Part-Time,Remote,Gaming,Sydney,Davidson-Haynes,Small,30.0,1,1,362,1,53489.0,0,0,0,2424,6,16,41,0,0,8.6,Corporate,0,9.1,1,30,27,57.2,18.9,0
2026-08-30,Cybersecurity Analyst,Full-Time,Remote,Software,Sydney,Haynes PLC,Enterprise,5.0,1,1,51,1,25145.0,0,0,0,1914,4,0,69,3,0,3.7,Corporate,0,19.9,1,30,17,68.1,5.5,0
2026-08-30,Data Science Intern,Full-Time,Remote,E-Commerce,Toronto,Knight and Sons,Medium,5.0,1,1,87,1,14155.0,0,0,0,1755,1,23,47,35,0,0.0,Corporate,0,8.7,1,21,19,59.2,2.2,0
2026-08-30,AI Research Intern,Internship,Remote,Healthcare,London,Potts-Davis,Startup,38.0,1,1,454,0,2000.0,0,0,0,1387,2,52,31,29,0,5.5,Corporate,0,6.5,0,2,7,40.5,26.1,0
2026-08-30,Backend Developer,Contract,Remote,EdTech,San Francisco,"Martinez, Sanders and Bell",Small,10.0,1,1,104,0,40596.0,0,0,0,1475,2,1,22,31,0,9.8,Corporate,0,18.9,0,8,15,51.3,2.9,0
2026-08-30,Frontend Developer,Part-Time,Onsite,Healthcare,Bangalore,Beard and Sons,Small,27.0,1,1,359,1,50353.0,0,0,0,1633,4,31,53,26,0,4.2,Corporate,0,26.5,1,53,39,48.4,26.7,0
2026-08-30,AI Research Intern,Contract,Onsite,Marketing,London,Harrison PLC,Startup,20.0,1,0,249,1,37784.0,0,1,4630,1692,3,43,56,5,0,2.0,Free,1,7.4,1,8,20,51.3,81.0,1
2026-08-30,AI Research Intern,Internship,Hybrid,EdTech,Bangalore,Phelps LLC,Enterprise,4.0,1,1,69,1,54776.0,0,0,0,1492,5,16,91,43,0,5.6,Free,1,15.7,1,56,43,58.2,60.0,1
2026-08-30,AI Research Intern,Internship,Onsite,Gaming,Sydney,Rhodes PLC,Small,13.0,1,1,168,1,17519.0,0,0,0,1407,5,30,9,18,1,7.1,Corporate,0,21.9,0,10,39,59.1,39.5,0
2026-08-30,Marketing Intern,Contract,Onsite,Healthcare,Singapore,"Sanders, Velasquez and Williams",Startup,37.0,1,1,434,1,33755.0,0,0,0,2008,3,35,56,16,0,3.3,Free,1,5.3,1,27,10,62.1,34.7,0
2026-08-30,Cloud Engineer,Full-Time,Remote,EdTech,Berlin,Cohen-Blankenship,Medium,20.0,1,1,227,1,26227.0,0,0,0,928,1,29,24,44,0,1.9,Corporate,0,1.0,1,49,38,71.7,22.0,0
2026-08-30,Marketing Intern,Part-Time,Hybrid,EdTech,Toronto,"Brock, Rios and Bryant",Medium,6.0,1,1,81,1,50603.0,0,0,0,2094,2,35,35,30,0,3.9,Corporate,0,13.9,0,27,22,57.0,25.0,0
2026-08-30,Cloud Engineer,Contract,Remote,FinTech,Dubai,Campbell PLC,Medium,25.0,1,1,295,1,5525.0,0,0,0,2130,4,43,0,41,0,10.0,Corporate,0,9.3,1,43,30,63.1,22.6,0
2026-08-30,ML Engineer,Part-Time,Remote,FinTech,London,Hodge Ltd,Small,29.0,0,1,358,1,19726.0,0,0,0,2449,1,40,28,41,0,1.6,Corporate,0,13.2,1,13,19,59.9,54.6,1
2026-08-30,Cloud Engineer,Full-Time,Remote,Gaming,London,Kelly Ltd,Medium,21.0,1,1,261,1,14000.0,0,1,4727,1429,3,38,25,39,0,3.7,Corporate,0,22.3,1,12,41,53.6,62.8,1
2026-08-30,UI/UX Designer,Part-Time,Remote,EdTech,Dubai,Curtis-Anderson,Small,10.0,0,1,124,0,55722.0,0,0,0,1184,3,9,39,77,0,8.1,Free,1,24.5,1,34,31,54.0,55.9,1
2026-08-30,ML Engineer,Part-Time,Remote,Software,Singapore,Harrell PLC,Small,1.0,0,1,24,1,38359.0,0,1,4700,1027,3,52,22,33,1,0.0,Corporate,0,23.9,0,23,28,50.6,100.0,1
2026-08-30,Marketing Intern,Internship,Hybrid,Healthcare,Dubai,Ramos-Bowman,Enterprise,3.0,1,1,5,1,33437.0,0,1,2297,1912,3,49,53,41,0,6.0,Free,1,34.2,1,22,16,65.1,87.1,1
2026-08-30,AI Research Intern,Contract,Remote,Healthcare,Sydney,Romero-Smith,Startup,29.0,1,1,366,1,28564.0,0,0,0,2238,3,45,33,27,0,6.5,Free,1,14.0,0,23,31,47.1,58.8,1
2026-08-30,ML Engineer,Contract,Hybrid,AI,Berlin,Mitchell-Nelson,Small,24.0,0,1,288,0,23096.0,0,1,2378,1361,3,51,14,32,0,5.2,Corporate,0,24.4,1,38,6,21.9,61.7,1
2026-08-30,Data Science Intern,Full-Time,Hybrid,E-Commerce,Dubai,"Lawson, Morrison and Beltran",Startup,6.0,1,1,87,1,58259.0,0,0,0,1872,3,27,47,0,0,10.0,Corporate,0,34.9,1,28,39,60.5,11.9,0
2026-08-30,Data Science Intern,Part-Time,Hybrid,EdTech,Bangalore,Wilson-Erickson,Medium,5.0,1,1,81,1,32986.0,0,0,0,1888,2,23,0,34,0,3.8,Free,1,1.0,1,4,34,46.5,21.0,0
2026-08-30,AI Research Intern,Full-Time,Hybrid,FinTech,London,Holder Group,Small,20.0,1,1,258,1,30262.0,0,0,0,1844,1,21,50,57,1,2.5,Corporate,0,30.1,0,56,13,76.6,26.2,0
2026-08-30,Data Science Intern,Contract,Onsite,Marketing,Singapore,Parker-Roberts,Medium,10.0,1,1,113,1,73775.0,0,0,0,2007,4,28,41,0,0,7.5,Free,1,14.9,1,57,27,62.0,24.1,0
2026-08-30,Backend Developer,Internship,Remote,Gaming,London,"Martinez, Cunningham and Stephenson",Medium,32.0,0,1,391,0,27611.0,0,0,0,1968,0,34,80,0,0,6.4,Free,1,35.3,1,8,20,41.3,60.0,1
2026-08-30,Cloud Engineer,Internship,Remote,Cybersecurity,Dubai,Solomon-Jackson,Startup,11.0,0,1,141,1,29160.0,0,0,0,2685,4,32,28,29,1,3.7,Corporate,0,20.7,1,26,17,47.6,57.1,1
2026-08-30,Backend Developer,Internship,Remote,Marketing,San Francisco,Perez Ltd,Startup,35.0,1,1,387,1,52167.0,0,0,0,1317,2,7,72,65,0,7.1,Corporate,0,12.5,1,18,0,71.9,3.7,0
2026-08-30,Backend Developer,Part-Time,Remote,Gaming,Singapore,Steele Inc,Small,12.0,1,1,114,1,31477.0,0,1,4274,1544,4,33,63,11,0,7.8,Corporate,0,4.3,1,20,38,53.0,58.2,1
2026-08-30,Frontend Developer,Full-Time,Remote,Cybersecurity,Bangalore,Byrd Group,Startup,39.0,1,1,456,1,37942.0,0,0,0,764,3,28,55,25,0,2.9,Corporate,0,3.6,1,13,4,58.8,3.4,0
2026-08-30,Cybersecurity Analyst,Full-Time,Remote,Cybersecurity,Toronto,Harding-Miller,Startup,5.0,1,0,76,1,46656.0,0,0,0,2185,4,38,60,33,0,3.4,Corporate,0,8.8,0,27,19,61.5,47.4,0
2026-08-30,Cybersecurity Analyst,Internship,Onsite,E-Commerce,San Francisco,"Black, Atkinson and Medina",Medium,7.0,1,1,100,1,47768.0,0,0,0,1911,3,27,49,40,1,3.2,Corporate,0,13.6,1,45,19,60.1,36.7,0
2026-08-30,Frontend Developer,Internship,Remote,E-Commerce,Bangalore,Gutierrez-Santiago,Small,4.0,0,1,41,1,32787.0,0,0,0,681,3,55,0,51,0,10.3,Corporate,0,31.2,1,12,66,11.3,53.5,1
2026-08-30,ML Engineer,Full-Time,Onsite,Cybersecurity,Bangalore,Hall-Hammond,Medium,25.0,1,1,330,1,37117.0,0,0,0,1402,5,17,4,30,1,3.3,Corporate,0,26.3,1,14,27,60.0,36.7,0
2026-08-30,UI/UX Designer,Full-Time,Remote,E-Commerce,San Francisco,May-Smith,Enterprise,4.0,0,1,49,0,25374.0,0,0,0,1855,3,21,69,14,1,6.1,Free,1,18.4,1,0,9,69.1,52.4,1
2026-08-30,UI/UX Designer,Full-Time,Hybrid,FinTech,Berlin,Taylor PLC,Startup,12.0,1,1,138,0,39698.0,0,0,0,589,5,40,22,13,0,4.4,Corporate,0,18.6,1,0,2,79.4,0.0,0
2026-08-30,Cybersecurity Analyst,Contract,Remote,Cybersecurity,Sydney,Johnson PLC,Medium,34.0,1,1,396,1,20415.0,0,0,0,1222,2,46,62,10,0,6.4,Free,1,5.5,1,13,37,53.9,39.4,0
2026-08-30,Cloud Engineer,Contract,Hybrid,EdTech,Berlin,Henry-Blackburn,Enterprise,17.0,1,1,202,0,49090.0,0,0,0,2633,4,7,90,11,0,9.0,Corporate,0,25.6,1,5,36,57.4,22.2,0
2026-08-30,AI Research Intern,Contract,Remote,E-Commerce,San Francisco,"Barnes, Mendez and Shields",Startup,1.0,1,1,1,1,40817.0,0,0,0,1781,4,18,15,59,0,5.5,Corporate,0,12.4,1,59,12,75.8,16.8,0
2026-08-30,Data Science Intern,Contract,Remote,Marketing,Sydney,Wolf and Sons,Startup,13.0,1,0,149,1,21075.0,0,0,0,2754,6,37,18,10,0,5.1,Free,1,17.1,0,45,12,51.0,39.6,0
2026-08-30,Data Science Intern,Contract,Hybrid,Healthcare,Bangalore,Tate Inc,Startup,31.0,1,1,378,1,33829.0,0,1,4807,1285,2,29,39,51,0,1.7,Corporate,0,1.0,1,16,0,61.2,50.9,1
2026-08-30,UI/UX Designer,Part-Time,Hybrid,FinTech,Toronto,Wilson and Sons,Small,31.0,0,0,385,1,36774.0,0,1,4971,1707,2,25,24,15,0,8.7,Corporate,0,27.4,1,57,54,41.6,77.7,1
2026-08-30,Cybersecurity Analyst,Part-Time,Remote,Software,Toronto,"King, Miller and Mosley",Medium,5.0,1,0,46,1,42602.0,0,0,0,2410,2,45,50,43,0,8.7,Free,1,7.0,1,40,32,46.6,75.8,1
2026-08-30,Marketing Intern,Contract,Remote,Software,Sydney,Lin-Cervantes,Enterprise,28.0,1,1,344,0,11028.0,0,1,4536,1272,8,29,55,0,0,3.4,Free,1,3.6,1,43,24,40.4,98.8,1
2026-08-30,Frontend Developer,Contract,Remote,Healthcare,London,Long-Mitchell,Enterprise,31.0,1,1,373,1,23574.0,0,0,0,2574,2,41,40,35,0,3.9,Corporate,0,21.3,1,11,18,71.4,2.8,0
2026-08-30,Cybersecurity Analyst,Internship,Onsite,Software,Sydney,Williams-Johnson,Startup,21.0,1,0,228,1,20756.0,0,0,0,1036,3,38,58,54,0,8.3,Corporate,0,17.3,1,14,37,43.3,47.2,0
2026-08-30,Data Science Intern,Part-Time,Remote,Software,Singapore,Ellis Group,Small,16.0,0,1,196,1,25960.0,0,0,0,1277,4,21,55,6,0,6.6,Free,1,21.2,1,43,24,48.0,51.3,1
2026-08-30,Marketing Intern,Part-Time,Remote,Marketing,Singapore,Rose PLC,Small,22.0,0,1,264,0,21169.0,0,0,0,1504,5,11,64,40,0,3.0,Corporate,0,17.4,0,57,5,49.7,31.7,0
2026-08-30,Marketing Intern,Part-Time,Hybrid,E-Commerce,San Francisco,"Martin, Hamilton and Brown",Medium,11.0,1,1,141,1,31937.0,0,0,0,2957,3,17,1,21,0,6.2,Free,1,30.4,1,0,20,60.6,19.9,0
2026-08-30,AI Research Intern,Internship,Hybrid,FinTech,Dubai,"Pollard, Williams and Dillon",Enterprise,18.0,1,1,210,1,15550.0,0,0,0,1866,2,47,31,31,0,7.0,Corporate,0,21.4,1,0,37,35.5,39.8,0
2026-08-30,Marketing Intern,Part-Time,Remote,Healthcare,Toronto,"Lee, Edwards and Dennis",Enterprise,6.0,1,0,64,1,48577.0,0,0,0,1182,3,18,27,49,0,5.1,Corporate,0,15.9,1,21,40,52.3,50.0,1
2026-08-30,Marketing Intern,Full-Time,Remote,FinTech,Sydney,"Holden, Williams and Lane",Startup,27.0,1,1,328,1,48522.0,0,0,0,831,0,29,61,43,0,7.8,Corporate,0,14.1,0,1,64,68.4,51.9,1
2026-08-30,Cloud Engineer,Full-Time,Hybrid,EdTech,Berlin,Moore Group,Startup,35.0,1,0,416,0,42202.0,0,0,0,1970,4,46,36,39,0,7.5,Free,1,23.6,1,31,15,29.1,53.5,1
2026-08-30,AI Research Intern,Contract,Remote,Software,Bangalore,Hamilton-Savage,Small,8.0,0,1,101,1,49589.0,0,0,0,1344,5,20,70,32,0,2.0,Corporate,0,26.4,1,9,51,35.0,61.1,1
2026-08-30,Data Science Intern,Part-Time,Remote,AI,Singapore,Clark Inc,Small,15.0,1,0,204,1,29623.0,0,0,0,2387,5,41,0,0,0,4.6,Free,1,23.2,1,6,38,31.4,57.6,1
2026-08-30,Cloud Engineer,Contract,Remote,Healthcare,Toronto,Taylor-Reeves,Small,37.0,1,1,456,1,49062.0,0,0,0,1558,2,12,61,12,0,4.9,Corporate,0,25.7,1,37,35,63.9,29.8,0
2026-08-30,UI/UX Designer,Part-Time,Remote,Gaming,San Francisco,Snyder Group,Medium,34.0,1,1,376,0,23069.0,0,0,0,2260,2,11,62,0,0,1.9,Corporate,0,22.8,1,31,18,67.5,4.1,0
2026-08-30,Cybersecurity Analyst,Internship,Remote,Cybersecurity,Toronto,"Pope, Wilson and Mendoza",Enterprise,30.0,1,1,361,1,26416.0,0,0,0,1572,3,5,89,33,0,5.0,Corporate,0,2.8,0,42,27,77.0,6.3,0
2026-08-30,Data Science Intern,Internship,Remote,Healthcare,Sydney,"Hendricks, Cooper and Duncan",Medium,30.0,1,1,348,0,,0,0,0,3110,0,8,55,18,0,1.7,Corporate,0,1.0,1,10,41,54.5,22.3,0
2026-08-30,Frontend Developer,Part-Time,Remote,AI,Berlin,Warner Inc,Medium,31.0,0,1,345,0,40714.0,0,0,0,1339,2,43,3,55,0,4.6,Corporate,0,20.8,0,21,33,30.8,51.1,1
2026-08-30,ML Engineer,Full-Time,Remote,Software,Sydney,"Miller, Williams and Hunter",Medium,35.0,1,1,405,1,29880.0,0,0,0,1995,2,45,49,0,0,8.5,Corporate,0,22.5,1,19,38,54.1,34.3,0
2026-08-30,Backend Developer,Contract,Onsite,Healthcare,Dubai,Jenkins PLC,Startup,34.0,1,1,413,1,47520.0,0,0,0,2204,0,34,22,0,0,0.1,Corporate,0,21.4,1,38,0,69.4,0.0,0
2026-08-30,Cloud Engineer,Part-Time,Hybrid,Gaming,Toronto,"Hamilton, Braun and Thomas",Enterprise,2.0,0,1,48,1,27503.0,0,0,0,1806,1,21,44,6,1,6.6,Corporate,0,24.6,1,0,21,61.4,61.4,1
2026-08-30,ML Engineer,Part-Time,Remote,Gaming,Berlin,Fleming Inc,Startup,10.0,0,1,123,1,40435.0,0,0,0,2616,5,38,59,38,0,4.4,Corporate,0,3.7,1,7,18,34.8,44.0,0
2026-08-30,ML Engineer,Contract,Hybrid,E-Commerce,Sydney,Rivera and Sons,Medium,21.0,1,1,263,1,22740.0,0,0,0,866,5,3,78,0,0,5.8,Corporate,0,12.2,0,4,42,56.0,32.1,0
2026-08-30,AI Research Intern,Contract,Hybrid,Marketing,Bangalore,Morris Inc,Startup,36.0,1,1,402,1,46465.0,0,0,0,1594,2,26,29,41,1,6.2,Corporate,0,27.1,0,48,31,53.0,42.0,0
2026-08-30,Data Science Intern,Part-Time,Onsite,Healthcare,London,"Myers, Davis and Dixon",Small,15.0,1,1,165,1,11979.0,0,0,0,2116,1,6,9,28,1,3.4,Corporate,0,10.0,1,50,50,56.4,33.5,0
2026-08-30,AI Research Intern,Contract,Remote,Healthcare,San Francisco,"Ramirez, Chapman and Martinez",Small,37.0,1,1,466,0,40108.0,0,0,0,1448,4,46,18,31,0,8.9,Corporate,0,33.9,1,0,15,30.8,26.8,0
2026-08-30,Cybersecurity Analyst,Internship,Onsite,Software,Sydney,Anderson Ltd,Startup,1.0,1,1,3,1,30307.0,0,0,0,1639,1,38,43,0,0,5.7,Corporate,0,12.3,0,5,0,90.0,4.0,0
2026-08-30,Data Science Intern,Part-Time,Onsite,E-Commerce,London,Garcia Ltd,Medium,5.0,1,1,56,0,39589.0,0,0,0,1532,3,26,45,14,0,9.4,Corporate,0,9.6,1,16,1,81.0,9.8,0
2026-08-30,UI/UX Designer,Part-Time,Onsite,Healthcare,London,Garcia-Ward,Small,16.0,1,1,189,0,58975.0,0,0,0,2003,4,5,29,7,0,2.9,Free,1,13.5,1,9,10,80.9,11.8,0
2026-08-30,Data Science Intern,Full-Time,Hybrid,Software,Berlin,Mccarty Group,Small,20.0,1,1,217,1,27960.0,0,0,0,707,0,36,30,12,0,5.7,Free,1,15.7,0,0,18,53.4,30.9,0
2026-08-30,Marketing Intern,Internship,Remote,E-Commerce,New York,"Walker, Bradley and Jordan",Medium,12.0,1,1,164,1,36905.0,0,0,0,1571,7,47,26,34,0,6.8,Free,1,25.0,1,10,0,62.1,33.3,0
2026-08-30,AI Research Intern,Internship,Remote,Cybersecurity,Berlin,Rodriguez and Sons,Enterprise,28.0,1,1,313,0,30403.0,0,0,0,1534,3,64,67,26,0,1.1,Corporate,0,6.9,0,2,32,23.8,63.4,1
2026-08-30,Cloud Engineer,Full-Time,Remote,AI,New York,"Nicholson, Delgado and Snyder",Small,27.0,1,1,340,0,36330.0,0,0,0,2866,1,0,60,20,0,3.9,Corporate,0,18.3,0,16,0,81.5,0.0,0
2026-08-30,ML Engineer,Full-Time,Remote,EdTech,Dubai,Mills LLC,Medium,33.0,1,1,381,0,38131.0,0,0,0,1793,4,39,48,76,0,12.2,Corporate,0,20.9,0,22,0,66.5,19.2,0
2026-08-30,UI/UX Designer,Part-Time,Onsite,AI,London,Garcia LLC,Small,33.0,1,1,397,0,44563.0,0,0,0,2723,5,32,9,4,0,7.6,Corporate,0,19.7,1,23,43,37.2,25.0,0
2026-08-30,Frontend Developer,Full-Time,Hybrid,Marketing,San Francisco,Grimes Inc,Medium,11.0,1,1,131,1,32516.0,0,0,0,2082,3,45,45,29,0,5.7,Corporate,0,15.6,1,58,20,70.7,23.2,0
2026-08-30,Marketing Intern,Contract,Onsite,Software,Dubai,"Roberts, Miller and Lopez",Startup,36.0,1,1,423,0,53574.0,0,0,0,2199,1,37,65,54,0,6.8,Corporate,0,15.0,0,41,37,35.1,36.7,0
2026-08-30,ML Engineer,Part-Time,Hybrid,AI,Dubai,White Ltd,Small,12.0,1,1,135,1,60856.0,0,1,4110,1868,2,66,70,10,0,6.5,Free,1,28.8,0,0,36,26.4,90.7,1
2026-08-30,Cybersecurity Analyst,Internship,Remote,Marketing,San Francisco,Levy-Newman,Medium,25.0,1,1,311,1,6119.0,0,0,0,1609,2,23,7,30,0,3.3,Corporate,0,10.4,0,16,0,76.0,2.2,0
2026-08-30,Cloud Engineer,Part-Time,Hybrid,Software,Dubai,"Clayton, Solis and Hoover",Startup,12.0,1,1,143,1,33399.0,0,0,0,1350,3,39,63,60,0,11.2,Corporate,0,11.9,1,0,8,64.0,28.2,0
2026-08-30,UI/UX Designer,Internship,Remote,E-Commerce,Bangalore,"Salas, Henry and Medina",Startup,1.0,1,1,1,0,38867.0,0,0,0,1165,3,20,23,36,0,0.0,Free,1,21.0,1,39,14,54.3,36.4,0
2026-08-30,AI Research Intern,Internship,Remote,Software,Sydney,"Brown, Bowman and Johnson",Medium,3.0,1,1,32,0,33129.0,0,0,0,1773,5,24,20,18,0,0.6,Free,1,19.1,1,44,5,82.4,21.3,0
2026-08-30,Cloud Engineer,Part-Time,Onsite,E-Commerce,Bangalore,"Lewis, Martin and Ryan",Enterprise,19.0,1,1,248,1,46218.0,0,0,0,1922,5,33,33,19,0,2.9,Free,1,4.3,1,47,14,84.4,30.3,0
